               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.032609,            0.020636,                   0,             0.98702,                   1,               0.995,             0.57383,            0.032581,              0.0151,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,             0.02799,            0.015879,                   0,             0.98715,                   1,               0.995,             0.56937,            0.033393,            0.015161,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.028653,            0.013943,                   0,             0.98715,                   1,               0.995,             0.56937,            0.033393,            0.015161,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.038779,            0.017514,                   0,             0.98715,                   1,               0.995,             0.56937,            0.033393,            0.015161,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.032133,             0.02484,                   0,             0.98753,                   1,               0.995,             0.56524,            0.032122,            0.015004,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.044042,            0.018502,                   0,             0.98753,                   1,               0.995,             0.56524,            0.032122,            0.015004,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.031693,             0.02141,                   0,             0.98762,                   1,               0.995,             0.64297,            0.031011,            0.014832,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.030588,            0.016857,                   0,             0.98762,                   1,               0.995,             0.64297,            0.031011,            0.014832,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.026399,            0.017865,                   0,             0.98762,                   1,               0.995,             0.64297,            0.031011,            0.014832,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.028276,            0.027152,                   0,             0.98752,                   1,               0.995,             0.62579,            0.031544,            0.014875,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.035257,            0.011531,                   0,             0.98752,                   1,               0.995,             0.62579,            0.031544,            0.014875,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.033399,            0.015057,                   0,             0.98752,                   1,               0.995,             0.62579,            0.031544,            0.014875,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.030411,            0.014187,                   0,             0.98764,                   1,               0.995,             0.61898,            0.031471,            0.014932,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.038044,             0.01658,                   0,             0.98764,                   1,               0.995,             0.61898,            0.031471,            0.014932,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.030546,            0.023693,                   0,             0.98771,                   1,               0.995,              0.6162,            0.030727,            0.014929,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.031467,            0.013716,                   0,             0.98771,                   1,               0.995,              0.6162,            0.030727,            0.014929,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.030961,            0.021914,                   0,             0.98771,                   1,               0.995,              0.6162,            0.030727,            0.014929,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.032208,            0.019578,                   0,             0.98774,                   1,               0.995,             0.61611,            0.031473,            0.015033,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.031892,            0.018954,                   0,             0.98774,                   1,               0.995,             0.61611,            0.031473,            0.015033,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.031864,            0.021799,                   0,             0.98774,                   1,               0.995,             0.61611,            0.031473,            0.015033,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.034986,            0.021019,                   0,             0.98777,                   1,               0.995,             0.63746,            0.031476,            0.015027,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.03313,            0.023529,                   0,             0.98777,                   1,               0.995,             0.63746,            0.031476,            0.015027,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.028767,            0.016509,                   0,             0.98762,                   1,               0.995,             0.62906,            0.030895,            0.014978,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.032819,            0.022058,                   0,             0.98762,                   1,               0.995,             0.62906,            0.030895,            0.014978,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.027467,            0.018022,                   0,             0.98762,                   1,               0.995,             0.62906,            0.030895,            0.014978,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.030232,            0.022092,                   0,             0.98775,                   1,               0.995,             0.60527,            0.031053,            0.015025,                   0,            0.000397,            0.000397,            0.000397
